M,Michael,3.9349
F,Mary,2.6211
M,David,3.8745
F,Susan,2.0014
M,James,3.6286
F,Linda,1.9442
M,John,3.5269
F,Karen,1.7692
M,Robert,3.4394
F,Donna,1.7543
M,Mark,2.6270
F,Patricia,1.6944
M,William,2.3712
F,Debra,1.5094
M,Richard,2.1774
F,Cynthia,1.4516
M,Thomas,1.8594
F,Deborah,1.4217
M,Steven,1.5499
F,Lisa,1.2362
M,Charles,1.4206
F,Barbara,1.2200
M,Timothy,1.4196
F,Pamela,1.1890
M,Joseph,1.3630
F,Sandra,1.1237
M,Kevin,1.2355
F,Nancy,1.1104
M,Kenneth,1.2292
F,Kathy,1.0498
M,Jeffrey,1.2126
F,Brenda,1.0302
M,Paul,1.1862
F,Sharon,1.0241
M,Daniel,1.1603
F,Cheryl,1.0076
M,Donald,1.1016
F,Diane,0.9610
M,Gary,1.0755
F,Debbie,0.9399
M,Ronald,1.0667
F,Elizabeth,0.8863
M,Brian,0.9571
F,Carol,0.8722
M,Gregory,0.9175
F,Kathleen,0.8480
M,Scott,0.9120
F,Teresa,0.8367
M,Larry,0.8502
F,Cindy,0.8163
M,Anthony,0.8288
F,Julie,0.7801
M,Edward,0.7802
F,Lori,0.7229
M,Stephen,0.7615
F,Janet,0.7195
M,Dennis,0.7399
F,Denise,0.7053
M,Douglas,0.7054
F,Laura,0.6991
M,Randy,0.6936
F,Tammy,0.6594
M,George,0.6926
F,Robin,0.6184
M,Terry,0.6713
F,Kimberly,0.6150
M,Ricky,0.6096
F,Theresa,0.5604
M,Christopher,0.5953
F,Kim,0.5578
M,Jerry,0.5686
F,Margaret,0.5567
M,Mike,0.5537
F,Janice,0.5047
M,Bruce,0.5495
F,Rebecca,0.5039
M,Keith,0.5421
F,Cathy,0.5010
M,Peter,0.5210
F,Catherine,0.4823
M,Steve,0.5110
F,Judy,0.4755
M,Frank,0.5049
F,Carolyn,0.4683
M,Patrick,0.4871
F,Christine,0.4556
M,Craig,0.4580
F,Ann,0.4292
M,Raymond,0.4522
F,Rhonda,0.4260
M,Eric,0.4490
F,Terri,0.4226
M,Roger,0.4057
F,Michelle,0.4222
M,Danny,0.4028
F,Connie,0.4166
M,Dale,0.3852
F,Diana,0.4155
M,Alan,0.3761
F,Joyce,0.4096
M,Wayne,0.3640
F,Paula,0.3875
M,Jeff,0.3568
F,Sheila,0.3842
M,Tony,0.3491
