M,Michael,3.6095
F,Jennifer,2.8040
M,Christopher,3.1985
F,Jessica,2.5432
M,Matthew,2.6524
F,Ashley,2.1503
M,Joshua,2.1456
F,Amanda,1.8804
M,David,2.0510
F,Sarah,1.4354
M,Daniel,1.9468
F,Stephanie,1.2768
M,James,1.9109
F,Nicole,1.2348
M,John,1.7387
F,Melissa,1.2142
M,Robert,1.6930
F,Heather,1.1919
M,Joseph,1.6260
F,Elizabeth,1.1292
M,Jason,1.5962
F,Megan,0.9416
M,Ryan,1.5310
F,Crystal,0.9185
M,Justin,1.4265
F,Amy,0.8868
M,Andrew,1.3816
F,Tiffany,0.8795
M,Brandon,1.3683
F,Rachel,0.8783
M,William,1.3272
F,Danielle,0.8690
M,Brian,1.3177
F,Michelle,0.8596
M,Adam,1.2755
F,Amber,0.8524
M,Jonathan,1.2439
F,Laura,0.8217
M,Nicholas,1.1200
F,Christina,0.8155
M,Anthony,1.1167
F,Lauren,0.8029
M,Eric,1.1167
F,Kimberly,0.8010
M,Steven,0.9707
F,Rebecca,0.7401
M,Kevin,0.9519
F,Emily,0.7090
M,Thomas,0.9378
F,Erin,0.6999
M,Timothy,0.9056
F,Angela,0.6264
M,Richard,0.8313
F,Kelly,0.6221
M,Jeffrey,0.7865
F,Andrea,0.5739
M,Aaron,0.7144
F,Lisa,0.5677
M,Benjamin,0.7068
F,Katherine,0.5635
M,Jeremy,0.7063
F,Jamie,0.5414
M,Mark,0.7043
F,Sara,0.5166
M,Charles,0.6896
F,Mary,0.5153
M,Kyle,0.6684
F,Erica,0.5145
M,Stephen,0.6444
F,Lindsey,0.4995
M,Patrick,0.6141
F,Lindsay,0.4719
M,Jacob,0.6049
F,Shannon,0.4701
M,Nathan,0.5657
F,Kristen,0.4650
M,Scott,0.5638
F,Samantha,0.4456
M,Paul,0.5574
F,Alicia,0.4337
M,Dustin,0.5541
F,Brittany,0.4251
M,Travis,0.5459
F,April,0.4195
M,Sean,0.5339
F,Christine,0.4048
M,Gregory,0.5163
F,Katie,0.3979
M,Zachary,0.4833
F,Vanessa,0.3969
M,Kenneth,0.4683
F,Courtney,0.3965
M,Tyler,0.4641
F,Kristin,0.3887
M,Bryan,0.4406
F,Kathryn,0.3628
M,Jose,0.4267
F,Tara,0.3484
M,Jesse,0.4053
F,Maria,0.3400
M,Chad,0.3764
F,Allison,0.3349
M,Derek,0.3714
F,Julie,0.3294
M,Bradley,0.3502
F,Holly,0.3287
M,Alexander,0.3461
F,Jenna,0.3261
M,Samuel,0.3391
F,Natalie,0.3082
M,Shawn,0.3223
F,Jacqueline,0.3076
M,Marcus,0.3194
F,Anna,0.2943
M,Edward,0.3151
F,Monica,0.2845
M,Jared,0.3029
F,Victoria,0.2817
M,Peter,0.3004
F,Latoya,0.2801
M,Keith,0.2839
F,Brandi,0.2688
M,Cody,0.2773
F,Cynthia,0.2564
M,Donald,0.2698
F,Cassandra,0.2541
M,Juan,0.2472
F,Brandy,0.2539
M,Jordan,0.2419
F,Meghan,0.2499
M,Joel,0.2411
F,Patricia,0.2481
M,Ronald,0.2401
F,Stacy,0.2466
M,George,0.2275
F,Kristina,0.2400
M,Corey,0.2262
F,Catherine,0.2350
M,Phillip,0.2256
F,Veronica,0.2224
M,Douglas,0.2209
F,Kathleen,0.2211
M,Brett,0.2181
F,Diana,0.2198
M,Raymond,0.2119
F,Dana,0.2185
M,Carlos,0.2112
F,Krystal,0.2181
M,Craig,0.2109
F,Leslie,0.2116
M,Gary,0.2106
F,Valerie,0.2064
M,Antonio,0.2068
F,Natasha,0.2056
M,Ian,0.2021
F,Carrie,0.2047
M,Derrick,0.1952
F,Stacey,0.2023
M,Nathaniel,0.1919
F,Sheena,0.1995
M,Philip,0.1878
F,Erika,0.1964
M,Casey,0.1873
F,Karen,0.1962
M,Cory,0.1868
F,Leah,0.1960
M,Erik,0.1822
F,Chelsea,0.1957
M,Shane,0.1776
F,Melanie,0.1950
M,Frank,0.1774
F,Candice,0.1882
M,Gabriel,0.1772
F,Julia,0.1863
M,Luis,0.1739
F,Joanna,0.1846
M,Brent,0.1697
F,Alexis,0.1826
M,Victor,0.1693
F,Susan,0.1728
M,Todd,0.1655
F,Tracy,0.1692
M,Larry,0.1654
F,Margaret,0.1686
M,Alex,0.1613
F,Bethany,0.1657
M,Jeffery,0.1612
F,Sandra,0.1597
M,Vincent,0.1586
F,Kara,0.1583
M,Curtis,0.1575
F,Alexandra,0.1561
M,Dennis,0.1574
F,Nichole,0.1556
M,Evan,0.1565
F,Misty,0.1548
M,Seth,0.1552
F,Brooke,0.1524
M,Randy,0.1550
F,Kayla,0.1487
M,Wesley,0.1493
F,Candace,0.1481
M,Jeremiah,0.1480
F,Heidi,0.1480
M,Blake,0.1472
F,Rachael,0.1471
M,Christian,0.1452
F,Pamela,0.1465
M,Alan,0.1440
F,Katrina,0.1459
M,Russell,0.1431
F,Jillian,0.1454
M,Adrian,0.1414
F,Renee,0.1433
M,Carl,0.1368
F,Casey,0.1432
M,Jesus,0.1340
F,Gina,0.1423
M,Luke,0.1318
F,Alison,0.1394
M,Jerry,0.1309
