M,Michael,4.6563
F,Lisa,2.5545
M,David,3.4811
F,Michelle,1.9470
M,James,3.2744
F,Jennifer,1.9119
M,John,3.2119
F,Kimberly,1.8766
M,Robert,3.1874
F,Melissa,1.3060
M,William,2.0563
F,Amy,1.2177
M,Christopher,1.9507
F,Angela,1.1945
M,Mark,1.8253
F,Mary,1.1262
M,Brian,1.7316
F,Tammy,1.0808
M,Richard,1.6999
F,Laura,1.0167
M,Jeffrey,1.5835
F,Susan,1.0101
M,Scott,1.5672
F,Julie,1.0063
M,Thomas,1.5013
F,Karen,1.0007
M,Steven,1.4509
F,Christine,0.9506
M,Joseph,1.4316
F,Kelly,0.9262
M,Kevin,1.2878
F,Elizabeth,0.8677
M,Timothy,1.2769
F,Tracy,0.8572
M,Daniel,1.2666
F,Patricia,0.8485
M,Charles,1.1846
F,Stephanie,0.8221
M,Anthony,1.1427
F,Lori,0.7952
M,Eric,1.1342
F,Dawn,0.7812
M,Paul,1.1310
F,Tina,0.7717
M,Kenneth,0.9591
F,Cynthia,0.7668
M,Matthew,0.9545
F,Pamela,0.7577
M,Jason,0.9014
F,Sandra,0.6914
M,Gregory,0.8843
F,Donna,0.6495
M,Stephen,0.8250
F,Deborah,0.6347
M,Todd,0.8062
F,Rebecca,0.6213
M,Ronald,0.7993
F,Wendy,0.6026
M,Donald,0.6983
F,Michele,0.5990
M,Patrick,0.6928
F,Shannon,0.5929
M,Edward,0.6808
F,Teresa,0.5874
M,Andrew,0.6168
F,Linda,0.5813
M,Douglas,0.6144
F,Heather,0.5712
M,Gary,0.6094
F,Denise,0.5558
M,Keith,0.5162
F,Sharon,0.5498
M,Sean,0.5110
F,Christina,0.5289
M,George,0.5031
F,Brenda,0.5100
M,Craig,0.4801
F,Barbara,0.4999
M,Larry,0.4528
F,Maria,0.4759
M,Shawn,0.4521
F,Cheryl,0.4735
M,Troy,0.4425
F,Kathleen,0.4709
M,Peter,0.4282
F,Debra,0.4510
M,Dennis,0.4023
F,Rhonda,0.4492
M,Jerry,0.3984
F,Nancy,0.4481
M,Jonathan,0.3874
F,Robin,0.4255
M,Frank,0.3784
F,Nicole,0.4092
M,Jeffery,0.3683
F,Andrea,0.4086
M,Rodney,0.3644
F,Theresa,0.3889
M,Raymond,0.3632
F,Paula,0.3832
M,Bryan,0.3538
F,Jill,0.3782
M,Terry,0.3507
F,Stacey,0.3753
M,Bradley,0.3493
F,Stacy,0.3680
M,Tony,0.3013
F,Tonya,0.3499
M,Randy,0.2878
F,Carol,0.3483
M,Jose,0.2836
F,Sherry,0.3483
M,Russell,0.2819
F,Ann,0.3478
M,Corey,0.2692
F,Catherine,0.3457
M,Roger,0.2683
F,Monica,0.3425
M,Darren,0.2548
F,Dana,0.3419
M,Aaron,0.2514
F,Diane,0.3371
M,Carl,0.2473
F,Jacqueline,0.3360
M,Marc,0.2461
F,Gina,0.3354
M,Samuel,0.2424
F,Leslie,0.3310
M,Gerald,0.2395
F,Tracey,0.3191
M,Chris,0.2342
F,Kim,0.3092
M,Johnny,0.2305
F,Renee,0.2981
M,Jon,0.2304
F,Sheila,0.2977
M,Chad,0.2219
F,Rachel,0.2974
M,Vincent,0.2218
F,Katherine,0.2931
M,Lawrence,0.2211
F,Carolyn,0.2911
M,Bruce,0.2209
F,Sarah,0.2881
M,Danny,0.2192
F,Margaret,0.2861
M,Phillip,0.2190
F,Cindy,0.2812
M,Wayne,0.2131
F,Suzanne,0.2782
M,Alan,0.2110
F,Kristin,0.2696
M,Billy,0.2063
F,Kathy,0.2696
M,Martin,0.2057
F,Tamara,0.2639
M,Jimmy,0.2055
F,Laurie,0.2625
M,Joel,0.2012
F,Heidi,0.2571
M,Curtis,0.2010
F,Diana,0.2569
M,Bobby,0.1996
F,Beth,0.2531
M,Joe,0.1978
F,Victoria,0.2490
M,Walter,0.1950
F,Janet,0.2485
M,Randall,0.1948
F,Valerie,0.2438
M,Philip,0.1937
F,Regina,0.2421
M,Shane,0.1933
F,Holly,0.2340
M,Glenn,0.1895
F,Deanna,0.2308
M,Dean,0.1883
F,Melinda,0.2263
M,Ricky,0.1866
F,Tanya,0.2250
M,Benjamin,0.1849
F,Carla,0.2248
M,Brent,0.1834
F,Melanie,0.2227
M,Darrell,0.1776
F,Terri,0.2214
M,Jay,0.1741
F,Carrie,0.2205
M,Brett,0.1740
F,Jodi,0.2193
M,Dale,0.1724
F,Kristen,0.2163
M,Arthur,0.1714
F,April,0.2156
M,Steve,0.1678
F,Yolanda,0.2139
M,Barry,0.1673
F,Anna,0.2108
M,Henry,0.1671
F,Julia,0.2107
M,Willie,0.1666
F,Anne,0.2105
M,Victor,0.1664
F,Shelly,0.2084
M,Lance,0.1654
F,Lynn,0.2070
M,Juan,0.1653
F,Kathryn,0.2052
M,Roy,0.1641
F,Connie,0.2012
M,Jeff,0.1626
F,Sherri,0.2002
M,Derrick,0.1608
F,Tara,0.1997
M,Albert,0.1605
F,Veronica,0.1957
M,Derek,0.1600
F,Colleen,0.1936
M,Carlos,0.1583
F,Kristine,0.1886
M,Allen,0.1578
F,Danielle,0.1799
M,Mike,0.1569
F,Traci,0.1776
M,Travis,0.1566
F,Annette,0.1761
M,Adam,0.1566
F,Erin,0.1735
M,Kelly,0.1525
F,Kelli,0.1733
M,Frederick,0.1516
F,Christy,0.1731
M,Harold,0.1511
F,Alicia,0.1729
M,Lee,0.1509
F,Crystal,0.1695
M,Erik,0.1488
F,Tricia,0.1691
M,Micheal,0.1487
F,Anita,0.1655
M,Louis,0.1435
F,Jamie,0.1646
M,Jack,0.1427
F,Amanda,0.1598
M,Nicholas,0.1413
F,Sonya,0.1588
M,Antonio,0.1336
F,Sara,0.1583
M,Reginald,0.1324
F,Vicki,0.1558
M,Ralph,0.1321
F,Wanda,0.1523
M,Ronnie,0.1319
F,Debbie,0.1504
M,Jesse,0.1301
F,Kristi,0.1503
M,Shannon,0.1297
F,Bonnie,0.1501
M,Ernest,0.1290
F,Kellie,0.1498
M,Eugene,0.1285
F,Janice,0.1493
M,Kurt,0.1247
F,Sheri,0.1476
M,Leonard,0.1237
F,Cathy,0.1430
M,Ryan,0.1230
F,Jessica,0.1414
M,Tommy,0.1229
F,Shelley,0.1406
M,Glen,0.1225
F,Kristina,0.1397
M,Tyrone,0.1212
F,Darlene,0.1395
M,Marcus,0.1211
F,Virginia,0.1385
M,Marvin,0.1201
F,Martha,0.1377
M,Christian,0.1198
F,Samantha,0.1374
M,Tracy,0.1184
F,Beverly,0.1364
M,Howard,0.1172
F,Penny,0.1338
M,Kyle,0.1168
F,Yvonne,0.1336
M,Dwayne,0.1156
F,Tiffany,0.1332
M,Brad,0.1151
F,Marie,0.1275
M,Eddie,0.1144
F,Felicia,0.1269
M,Jeremy,0.1139
F,Vanessa,0.1267
M,Kirk,0.1139
F,Joyce,0.1265
M,Andre,0.1127
F,Carmen,0.1246
M,Alexander,0.1102
F,Gloria,0.1229
M,Greg,0.1087
F,Cassandra,0.1227
M,Luis,0.1085
F,Yvette,0.1226
M,Theodore,0.1062
F,Natalie,0.1221
M,Nathan,0.1043
F,Betty,0.1212
M,Stanley,0.1040
F,Becky,0.1188
M,Duane,0.1031
F,Joanne,0.1182
M,Wesley,0.1017
F,Judith,0.1177
M,Darrin,0.0991
F,Peggy,0.1168
M,Darin,0.0978
F,Toni,0.1167
M,Cory,0.0974
F,Charlotte,0.1149
M,Edwin,0.0971
F,Maureen,0.1142
M,Melvin,0.0968
F,Judy,0.1137
M,Calvin,0.0934
F,Charlene,0.1133
M,Neil,0.0919
F,Tammie,0.1127
M,Manuel,0.0916
F,Jody,0.1111
M,Jerome,0.0913
F,Sabrina,0.1103
M,Justin,0.0910
F,Jean,0.1083
M,Mitchell,0.0903
F,Ruth,0.1078
M,Norman,0.0901
F,Ellen,0.1074
M,Mario,0.0892
F,Jane,0.1066
M,Harry,0.0889
F,Tracie,0.1064
M,Earl,0.0885
F,Rose,0.1061
M,Daryl,0.0876
F,Shirley,0.1058
M,Darryl,0.0871
F,Vickie,0.1055
M,Jody,0.0869
F,Helen,0.1054
M,Fred,0.0861
F,Kerry,0.1051
M,Ricardo,0.0860
F,Shawn,0.1034
M,Maurice,0.0859
F,Sylvia,0.1029
M,Jamie,0.0856
F,Kimberley,0.1025
M,Karl,0.0855
F,Katrina,0.1017
M,Tim,0.0845
F,Dorothy,0.1008
M,Ray,0.0833
F,Monique,0.0992
M,Warren,0.0831
F,Sonia,0.0989
M,Clifford,0.0824
F,Rita,0.0984
M,Alfred,0.0818
F,Alice,0.0972
M,Stacy,0.0816
F,Sheryl,0.0968
M,Clinton,0.0809
F,Joy,0.0960
M,Damon,0.0795
F,Jeanette,0.0956
M,Francis,0.0781
F,Robyn,0.0956
M,Jim,0.0780
F,Kelley,0.0956
M,Jesus,0.0767
F,Elaine,0.0955
M,Lonnie,0.0757
F,Trina,0.0955
M,Wade,0.0746
F,Belinda,0.0950
M,Don,0.0737
F,Allison,0.0937
M,Clarence,0.0731
F,Frances,0.0933
M,Roberto,0.0725
F,Joann,0.0928
M,Joshua,0.0722
F,Bridget,0.0906
M,Miguel,0.0713
F,Emily,0.0894
M,Bernard,0.0701
F,Dina,0.0891
M,Rick,0.0695
F,Joan,0.0888
M,Ruben,0.0676
F,Leigh,0.0887
M,Leroy,0.0673
F,Gail,0.0886
M,Franklin,0.0669
F,Norma,0.0883
M,Kent,0.0669
F,Loretta,0.0875
M,Terrence,0.0666
F,Karla,0.0871
M,Tom,0.0663
F,Tami,0.0869
M,Alex,0.0663
F,Roberta,0.0854
M,Byron,0.0658
F,Erica,0.0854
M,Dwight,0.0656
