M,Michael,4.1443
F,Jennifer,4.0299
M,Jason,3.3588
F,Amy,1.8877
M,Christopher,2.9805
F,Michelle,1.6492
M,David,2.5641
F,Heather,1.4801
M,James,2.5358
F,Angela,1.4561
M,John,2.3079
F,Kimberly,1.4316
M,Robert,2.2705
F,Melissa,1.4152
M,Brian,2.1131
F,Lisa,1.2625
M,Matthew,1.6693
F,Stephanie,1.0842
M,William,1.6548
F,Rebecca,0.9685
M,Daniel,1.4619
F,Nicole,0.8375
M,Joseph,1.3390
F,Elizabeth,0.7829
M,Eric,1.2383
F,Mary,0.7496
M,Kevin,1.1941
F,Julie,0.7253
M,Jeffrey,1.1850
F,Christina,0.6927
M,Mark,1.1600
F,Kelly,0.6927
M,Richard,1.1433
F,Jessica,0.6802
M,Scott,1.1064
F,Shannon,0.6774
M,Steven,1.0839
F,Christine,0.6320
M,Thomas,1.0597
F,Sarah,0.6251
M,Anthony,1.0050
F,Laura,0.6204
M,Timothy,0.9748
F,Dawn,0.6013
M,Charles,0.9290
F,Tracy,0.5930
M,Jeremy,0.8156
F,Tammy,0.5899
M,Ryan,0.8090
F,Tina,0.5534
M,Chad,0.7846
F,Karen,0.5523
M,Paul,0.7556
F,Susan,0.5409
M,Andrew,0.7226
F,April,0.5397
M,Joshua,0.7112
F,Patricia,0.5130
M,Shawn,0.7018
F,Lori,0.5083
M,Gregory,0.6644
F,Maria,0.4977
M,Aaron,0.6447
F,Wendy,0.4830
M,Jonathan,0.6277
F,Cynthia,0.4825
M,Kenneth,0.6223
F,Amanda,0.4774
M,Stephen,0.6203
F,Andrea,0.4772
M,Adam,0.5166
F,Rachel,0.4723
M,Sean,0.5084
F,Tonya,0.4391
M,Patrick,0.4989
F,Stacy,0.4304
M,Todd,0.4814
F,Tara,0.4249
M,Edward,0.4798
F,Danielle,0.4233
M,Donald,0.4759
F,Tiffany,0.4136
M,Ronald,0.4701
F,Carrie,0.4109
M,Justin,0.4556
F,Monica,0.4013
M,Keith,0.4532
F,Sandra,0.4003
M,Bryan,0.4434
F,Kristen,0.3866
M,Benjamin,0.4407
F,Tanya,0.3828
M,Jose,0.4121
F,Erin,0.3749
M,Gary,0.3952
F,Stacey,0.3704
M,George,0.3850
F,Crystal,0.3589
M,Peter,0.3649
F,Michele,0.3567
M,Brandon,0.3594
F,Melanie,0.3501
M,Nathan,0.3587
F,Denise,0.3445
M,Douglas,0.3585
F,Teresa,0.3445
M,Travis,0.3495
F,Pamela,0.3366
M,Larry,0.3492
F,Dana,0.3293
M,Shane,0.3469
F,Holly,0.3284
M,Craig,0.3398
F,Christy,0.3235
M,Bradley,0.3171
F,Jill,0.3231
M,Dennis,0.2993
F,Brenda,0.3083
M,Samuel,0.2866
F,Heidi,0.2992
M,Jerry,0.2861
F,Sara,0.2969
M,Raymond,0.2809
F,Katherine,0.2893
M,Troy,0.2801
F,Tamara,0.2889
M,Juan,0.2716
F,Robin,0.2888
M,Jeffery,0.2677
F,Leslie,0.2850
M,Frank,0.2677
F,Misty,0.2834
M,Jesse,0.2518
F,Donna,0.2780
M,Jamie,0.2506
F,Deborah,0.2773
M,Terry,0.2470
F,Emily,0.2763
M,Phillip,0.2414
F,Sharon,0.2730
M,Carlos,0.2372
F,Veronica,0.2698
M,Rodney,0.2361
F,Kristin,0.2693
M,Marcus,0.2334
F,Catherine,0.2672
M,Derek,0.2230
F,Erica,0.2631
M,Joel,0.2142
F,Linda,0.2604
M,Brent,0.2094
F,Kathleen,0.2523
M,Corey,0.2073
F,Barbara,0.2495
M,Billy,0.2065
F,Nancy,0.2487
M,Randy,0.2052
F,Theresa,0.2462
M,Tony,0.1975
F,Brandy,0.2446
M,Nicholas,0.1973
F,Melinda,0.2395
M,Antonio,0.1951
F,Anna,0.2308
M,Russell,0.1946
F,Jacqueline,0.2283
M,Johnny,0.1942
F,Gina,0.2273
M,Marc,0.1906
F,Renee,0.2253
M,Philip,0.1823
F,Rhonda,0.2251
M,Jacob,0.1815
F,Diana,0.2242
M,Derrick,0.1815
F,Cheryl,0.2233
M,Carl,0.1776
F,Alicia,0.2194
M,Erik,0.1767
F,Sherry,0.2193
M,Danny,0.1755
F,Jodi,0.2111
M,Bobby,0.1712
F,Amber,0.2090
M,Roger,0.1689
F,Valerie,0.2032
M,Jon,0.1686
F,Debra,0.1999
M,Brett,0.1643
F,Margaret,0.1972
M,Victor,0.1608
F,Paula,0.1956
M,Kyle,0.1594
F,Jamie,0.1929
M,Curtis,0.1588
F,Kathryn,0.1909
M,Jimmy,0.1575
F,Allison,0.1890
M,Lawrence,0.1559
F,Ann,0.1870
M,Shannon,0.1536
F,Kristina,0.1845
M,Micheal,0.1528
F,Kristi,0.1841
M,Christian,0.1526
F,Cindy,0.1820
M,Walter,0.1526
F,Victoria,0.1818
M,Brad,0.1523
F,Megan,0.1799
M,Luis,0.1504
F,Brandi,0.1793
M,Vincent,0.1493
F,Shelly,0.1786
M,Gerald,0.1483
F,Tracey,0.1762
M,Martin,0.1455
F,Joy,0.1760
M,Jay,0.1450
F,Christie,0.1728
M,Damon,0.1448
F,Suzanne,0.1722
M,Alexander,0.1447
F,Yolanda,0.1681
M,Joe,0.1439
F,Regina,0.1651
M,Cory,0.1428
F,Carla,0.1642
M,Henry,0.1423
F,Deanna,0.1633
M,Chris,0.1398
F,Laurie,0.1631
M,Alan,0.1369
F,Beth,0.1611
M,Gabriel,0.1369
F,Carolyn,0.1578
M,Willie,0.1362
F,Natalie,0.1576
M,Wayne,0.1361
F,Anne,0.1572
M,Dustin,0.1347
F,Sheila,0.1557
M,Roy,0.1341
F,Vanessa,0.1502
M,Randall,0.1298
F,Colleen,0.1497
M,Lee,0.1296
F,Courtney,0.1492
M,Allen,0.1290
F,Kara,0.1471
M,Arthur,0.1273
F,Katrina,0.1454
M,Darren,0.1272
F,Erika,0.1446
M,Mario,0.1264
F,Samantha,0.1438
M,Ricky,0.1247
F,Diane,0.1423
M,Albert,0.1236
F,Janet,0.1389
M,Jared,0.1229
F,Jenny,0.1361
M,Andre,0.1225
F,Sonya,0.1349
M,Jesus,0.1193
F,Kristy,0.1334
M,Louis,0.1186
F,Alison,0.1328
M,Frederick,0.1184
F,Bridget,0.1328
M,Bruce,0.1137
F,Julia,0.1319
M,Darrell,0.1128
F,Carol,0.1303
M,Adrian,0.1115
F,Felicia,0.1303
M,Tyrone,0.1114
F,Kristie,0.1302
M,Ricardo,0.1110
F,Natasha,0.1281
M,Ronnie,0.1096
F,Traci,0.1280
M,Manuel,0.1082
F,Shelley,0.1275
M,Kelly,0.1079
F,Tricia,0.1257
M,Casey,0.1060
F,Anita,0.1236
M,Dale,0.1036
F,Kim,0.1236
M,Harold,0.1030
F,Kathy,0.1226
M,Ian,0.1016
F,Kristine,0.1190
M,Miguel,0.1016
F,Aimee,0.1186
M,Jack,0.1012
F,Leah,0.1177
M,Ernest,0.1008
F,Martha,0.1170
M,Jermaine,0.0998
F,Terri,0.1167
M,Reginald,0.0988
F,Krista,0.1154
M,Nathaniel,0.0987
F,Kari,0.1153
M,Eugene,0.0983
F,Jody,0.1134
M,Tommy,0.0969
F,Joanna,0.1132
M,Barry,0.0959
F,Stacie,0.1122
M,Clinton,0.0949
