M,Jacob,1.7348
F,Emily,1.3634
M,Michael,1.6635
F,Hannah,1.1136
M,Matthew,1.4919
F,Alexis,0.9881
M,Joshua,1.3371
F,Sarah,0.9817
M,Nicholas,1.2577
F,Samantha,0.9781
M,Christopher,1.2559
F,Ashley,0.9317
M,Andrew,1.1703
F,Madison,0.9275
M,Joseph,1.1386
F,Taylor,0.8685
M,Daniel,1.1133
F,Jessica,0.8399
M,Tyler,1.1118
F,Elizabeth,0.7885
M,Brandon,1.0595
F,Alyssa,0.7210
M,Ryan,1.0307
F,Lauren,0.7147
M,Austin,1.0186
F,Kayla,0.6828
M,William,1.0161
F,Brianna,0.6379
M,John,0.9982
F,Megan,0.6281
M,David,0.9979
F,Victoria,0.6099
M,Zachary,0.9801
F,Emma,0.6030
M,Anthony,0.9550
F,Abigail,0.6002
M,James,0.9101
F,Rachel,0.5975
M,Justin,0.8965
F,Olivia,0.5782
M,Alexander,0.8543
F,Jennifer,0.5453
M,Jonathan,0.8371
F,Amanda,0.5007
M,Dylan,0.7838
F,Sydney,0.4957
M,Noah,0.7320
F,Morgan,0.4935
M,Christian,0.7250
F,Nicole,0.4888
M,Robert,0.7132
F,Jasmine,0.4804
M,Samuel,0.6888
F,Grace,0.4715
M,Kyle,0.6755
F,Destiny,0.4713
M,Benjamin,0.6703
F,Anna,0.4679
M,Jordan,0.6402
F,Julia,0.4496
M,Thomas,0.6274
F,Haley,0.4214
M,Nathan,0.6149
F,Alexandra,0.4194
M,Cameron,0.6100
F,Kaitlyn,0.4191
M,Kevin,0.6012
F,Natalie,0.4151
M,Jose,0.5961
F,Brittany,0.4080
M,Hunter,0.5634
F,Katherine,0.4077
M,Ethan,0.5613
F,Stephanie,0.3952
M,Aaron,0.4835
F,Rebecca,0.3817
M,Eric,0.4601
F,Maria,0.3612
M,Jason,0.4593
F,Allison,0.3609
M,Caleb,0.4551
F,Amber,0.3514
M,Logan,0.4481
F,Savannah,0.3496
M,Brian,0.4320
F,Danielle,0.3470
M,Adam,0.4033
F,Courtney,0.3369
M,Cody,0.3857
F,Mary,0.3276
M,Juan,0.3826
