M,Michael,3.7805
F,Jennifer,3.2912
M,Christopher,2.8285
F,Melissa,1.9761
M,Jason,2.8130
F,Amanda,1.8527
M,David,2.3481
F,Jessica,1.6119
M,James,2.1971
F,Amy,1.2542
M,Matthew,1.9898
F,Sarah,1.2196
M,John,1.9772
F,Heather,1.2092
M,Robert,1.8991
F,Angela,1.1755
M,Joshua,1.7375
F,Nicole,1.1322
M,Brian,1.6000
F,Michelle,1.1182
M,Joseph,1.5999
F,Elizabeth,1.0491
M,Daniel,1.5921
F,Kimberly,1.0235
M,William,1.3784
F,Lisa,1.0031
M,Ryan,1.2959
F,Christina,0.9549
M,Nicholas,1.1913
F,Stephanie,0.9403
M,Jeremy,1.1726
F,Kelly,0.8877
M,Eric,1.1314
F,Rebecca,0.8442
M,Timothy,1.0649
F,Crystal,0.7815
M,Kevin,1.0459
F,Jamie,0.7054
M,Andrew,1.0399
F,Laura,0.6896
M,Anthony,0.9780
F,Erin,0.6532
M,Justin,0.9711
F,Amber,0.6431
M,Adam,0.9521
F,April,0.6328
M,Jeffrey,0.9416
F,Mary,0.6129
M,Richard,0.9331
F,Shannon,0.6017
M,Thomas,0.9194
F,Andrea,0.5999
M,Steven,0.9114
F,Rachel,0.5937
M,Charles,0.8273
F,Tiffany,0.5577
M,Scott,0.8066
F,Julie,0.5369
M,Mark,0.8033
F,Sara,0.5022
M,Jonathan,0.7998
F,Megan,0.4813
M,Aaron,0.7300
F,Erica,0.4745
M,Benjamin,0.6987
F,Danielle,0.4631
M,Paul,0.6498
F,Emily,0.4626
M,Brandon,0.6311
F,Christine,0.4462
M,Travis,0.6169
F,Katherine,0.4334
M,Nathan,0.5994
F,Maria,0.4253
M,Chad,0.5671
F,Tara,0.3950
M,Patrick,0.5573
F,Brandy,0.3933
M,Stephen,0.5527
F,Monica,0.3822
M,Kenneth,0.5159
F,Carrie,0.3688
M,Gregory,0.5087
F,Misty,0.3358
M,Shawn,0.4414
F,Stacy,0.3312
M,Jose,0.4377
F,Patricia,0.3279
M,Jacob,0.4212
F,Lauren,0.3266
M,Bryan,0.4157
F,Karen,0.3250
M,Bradley,0.3869
F,Alicia,0.3219
M,Edward,0.3838
F,Holly,0.3185
M,Sean,0.3829
F,Tracy,0.3127
M,Jesse,0.3731
F,Kathryn,0.3083
M,Donald,0.3635
F,Susan,0.3018
M,Keith,0.3456
F,Jill,0.3013
M,Peter,0.3393
F,Melanie,0.2914
M,Ronald,0.3181
F,Dana,0.2874
M,Samuel,0.3174
F,Cynthia,0.2863
M,Kyle,0.3042
F,Kristy,0.2832
M,George,0.2934
F,Dawn,0.2742
M,Douglas,0.2886
F,Tina,0.2714
M,Gary,0.2811
F,Anna,0.2708
M,Todd,0.2783
F,Stacey,0.2677
M,Juan,0.2757
F,Brandi,0.2674
M,Dustin,0.2733
F,Kristen,0.2652
M,Corey,0.2644
F,Katie,0.2617
M,Shaun,0.2644
F,Wendy,0.2611
M,Jared,0.2608
F,Leslie,0.2610
M,Erik,0.2588
F,Samantha,0.2588
M,Shane,0.2502
F,Ashley,0.2583
M,Phillip,0.2468
F,Natalie,0.2578
M,Larry,0.2451
F,Lori,0.2572
M,Raymond,0.2424
F,Allison,0.2560
M,Joel,0.2352
F,Courtney,0.2509
M,Derek,0.2347
F,Christy,0.2487
M,Carlos,0.2324
F,Kristin,0.2474
M,Zachary,0.2320
F,Kristina,0.2396
M,Dennis,0.2278
F,Vanessa,0.2380
M,Marcus,0.2260
F,Veronica,0.2357
M,Craig,0.2248
F,Sandra,0.2318
M,Frank,0.2194
F,Catherine,0.2250
M,Antonio,0.2121
F,Tammy,0.2182
M,Derrick,0.2080
F,Jacqueline,0.2171
M,Jeremiah,0.2075
F,Mindy,0.2153
M,Cory,0.2003
F,Melinda,0.2151
M,Philip,0.1933
F,Heidi,0.2131
M,Brent,0.1932
F,Kathleen,0.2116
M,Jerry,0.1922
F,Brooke,0.2037
M,Randy,0.1907
F,Tonya,0.2029
M,Jeffery,0.1874
F,Teresa,0.2019
M,Jamie,0.1808
F,Lindsay,0.2011
M,Gabriel,0.1805
F,Valerie,0.1977
M,Wesley,0.1805
F,Pamela,0.1953
M,Curtis,0.1787
F,Erika,0.1925
M,Russell,0.1748
F,Denise,0.1895
M,Casey,0.1721
F,Tanya,0.1871
M,Alexander,0.1708
F,Cheryl,0.1862
M,Nathaniel,0.1697
F,Robin,0.1860
M,Terry,0.1695
F,Gina,0.1808
M,Billy,0.1674
F,Jaime,0.1791
M,Brett,0.1673
F,Leah,0.1787
M,Troy,0.1654
F,Katrina,0.1739
M,Carl,0.1618
F,Theresa,0.1738
M,Seth,0.1584
F,Renee,0.1728
M,Luis,0.1537
F,Alison,0.1704
M,Mario,0.1508
F,Nichole,0.1687
M,Tony,0.1477
F,Tamara,0.1674
M,Victor,0.1470
F,Michele,0.1671
M,Bobby,0.1444
F,Sabrina,0.1665
M,Ian,0.1425
F,Nancy,0.1663
M,Lucas,0.1419
F,Margaret,0.1643
M,Vincent,0.1406
F,Kristi,0.1625
M,Luke,0.1380
F,Natasha,0.1622
M,Johnny,0.1367
F,Diana,0.1613
M,Adrian,0.1320
F,Brenda,0.1607
M,Jesus,0.1320
F,Lindsey,0.1602
M,Kristopher,0.1311
F,Linda,0.1589
M,Brad,0.1304
F,Anne,0.1587
M,Alan,0.1297
F,Mandy,0.1579
M,Jon,0.1284
F,Sharon,0.1562
M,Rodney,0.1283
F,Beth,0.1560
M,Marc,0.1266
F,Victoria,0.1551
M,Christian,0.1265
F,Jenny,0.1525
